카테고리,슬러그,채널명,핸들,URL,유형,운영구분,설명,확인일자
경제 · 증권 · 리서치,finance,캬오의 공부방,@Kyaooo,https://t.me/Kyaooo,채널,커뮤니티,"아이투자에서 글쓰다가 밸류스타로 가서 기획/운영으로 잠깐 일하다가 전업백수로 종사하고 있습니다. 이 채널은 자료를 스크랩하기 위한 채널입니다. 열심이 할때도 있고 슬슬 할때도 있습니다. 비정기적 방학이 있습니다만, 채널은 닫지 않습니다. 댓글달아주시…",2026-08-21
경제 · 증권 · 리서치,finance,케어젠 개인주주채널 🚀,@caregen,https://t.me/caregen,채널,커뮤니티,케어젠 회사와는 전혀 관련없는 개인 취미공간,2026-08-21
경제 · 증권 · 리서치,finance,코인 갤러리(Coin gallery),@dogeland01,https://t.me/dogeland01,채널,커뮤니티,비트코인 시장에 대한 빠른 정보 뉴스 및 호재&악재 공시가 실시간으로 업로드 되고 있습니다. 여러분들에 매매에 도움이 될만한 정보를 제공하기 위해 언제나 최선의 노력을 하고 있습니다. 광고 및 제휴 문의 @cgdoge,2026-08-21
경제 · 증권 · 리서치,finance,키움증권 리서치센터,@KiwoomResearch,https://t.me/KiwoomResearch,채널,커뮤니티,키움증권 리서치센터,2026-08-21
경제 · 증권 · 리서치,finance,키움증권 전략/시황 한지영,@hedgecat0301,https://t.me/hedgecat0301,채널,커뮤니티,"국내외 시황, ETF, 금융, 경제, 투자 등",2026-08-21
경제 · 증권 · 리서치,finance,텐렙,@Ten_level,https://t.me/Ten_level,채널,커뮤니티,Ten Level (텐렙) 해당 채널의 게시물은 단순 의견 및 기록용도이고 매수-매도 등 투자권유를 의미하지 않습니다. 해당 게시물의 내용은 부정확할 수 있으며 매매에 따른 손실은 거래 당사자의 책임입니다. 해당 게시물의 내용은 어떤 경우에도 법적…,2026-08-21
경제 · 증권 · 리서치,finance,하나 미래산업팀(스몰캡),@hanasmallcap,https://t.me/hanasmallcap,채널,기관/회사,하나증권 미래산업팀 리포트 요약과 행사 안내,2026-08-21
경제 · 증권 · 리서치,finance,하나 중국/신흥국 전략 김경환,@HANAchina,https://t.me/HANAchina,채널,공식,"중국/신흥국 전략 애널리스트 김경환입니다. 중국 및 신흥국 경제•증시 관련 정보 공유 채널입니다! 저희는 공식 자료를 통해서만 투자의견을 드리고 있습니다. 뉴스 정보와 이슈 관련 코멘트는 공식 의견에 기반하거나, 개인의 생각입니다.",2026-08-21
경제 · 증권 · 리서치,finance,하나증권 리서치,@HanaResearch,https://t.me/HanaResearch,채널,기관/회사,하나증권 주요 소식과 리서치 자료,2026-08-21
경제 · 증권 · 리서치,finance,하나증권 미국주식 강재구,@hana_us_stock,https://t.me/hana_us_stock,채널,커뮤니티,You can view and join @hana_us_stock right away.,2026-08-21
경제 · 증권 · 리서치,finance,한국IR협의회,@kirsofficial,https://t.me/kirsofficial,채널,공식,"기업분석보고서, IPO IR 행사와 IRTV 콘텐츠 안내",2026-08-21
경제 · 증권 · 리서치,finance,한국투자증권 기관영업부 이민근,@mk81_koreainvestment,https://t.me/mk81_koreainvestment,채널,개인,기관영업 관점의 시장 자료와 개인 의견 공유,2026-08-21
경제 · 증권 · 리서치,finance,한양증권 제약/바이오 오병용,@bdragon0808,https://t.me/bdragon0808,채널,공식,바이오는 한양 공식 리포트 이외의 내용은 매수매도 추천 아닙니다. 뉴스와 개인생각입니다. 채널 보시고 투자하지 마세요. 모든 투자 책임은 본인에게 있습니다. 해당 게시물의 내용은 부정확할 수 있으며 어떠한 경우에도 법적으로 활용될수 없습니다. 매매에…,2026-08-21
경제 · 증권 · 리서치,finance,한투 테크팀,@KISemicon,https://t.me/KISemicon,채널,기관/회사,한국투자증권 테크팀의 반도체·IT 산업 자료,2026-08-21
경제 · 증권 · 리서치,finance,한투증권 미국/중국전략 정정영,@G2strategy,https://t.me/G2strategy,채널,커뮤니티,You can view and join @G2strategy right away.,2026-08-21
경제 · 증권 · 리서치,finance,한투증권 박상현 전기전자,@TechBrayden,https://t.me/TechBrayden,채널,기관/회사,전기전자 업종 뉴스와 기업 분석 자료,2026-08-21
경제 · 증권 · 리서치,finance,한화 기계·우주·방산·조선 배성조,@hanhwasmall,https://t.me/hanhwasmall,채널,기관/회사,기계·우주·방산·조선 업종 리서치 자료,2026-08-21
경제 · 증권 · 리서치,finance,💯똥밭에 굴러도 주식판,@daegurr,https://t.me/daegurr,채널,커뮤니티,모든 투자의 책임은 본인. 본 채널의 자료는 매수매도를 권하지 않으며 단순 자료임을 재차 강조함,2026-08-21
블록체인 · 가상자산,crypto,Bithumb 빗썸 공식 실시간 알림,@BithumbExchangeData,https://t.me/BithumbExchangeData,채널,공식,빗썸 텔레그램 실시간 가격 급등락 알림,2026-08-21
블록체인 · 가상자산,crypto,DeFi 농부 👨🏻‍🌾 조선생,@BSC_Farmer_KR,https://t.me/BSC_Farmer_KR,채널,커뮤니티,크립토 트랜드를 분석하여 쉽게 전달드립니다. *개인 메시지는 전부 사기입니다* 📞 문의: @Prof_Jo 👨🏻‍🌾 채팅방: https://t.me/Farmer_Chat_KR 🥯 리서치: https://naver.me/5SaBZABO 🐥 트위터: ht…,2026-08-21
블록체인 · 가상자산,crypto,Korbit 코빗 공식 채널,@official_Korbit,https://t.me/official_Korbit,채널,공식,코빗 서비스·이벤트·리서치 안내,2026-08-21
블록체인 · 가상자산,crypto,TON and Manner,@TONandManner,https://t.me/TONandManner,채널,커뮤니티,TON 프로젝트와 생태계 뉴스·의견 공유,2026-08-21
블록체인 · 가상자산,crypto,디센터 Decenter 공식 채널,@Decenter_KR,https://t.me/Decenter_KR,채널,공식,"탈중앙화 시대를 여는 뉴스허브, 디센터 English: t.me/DecenterGlobal 홈페이지: decenter.kr 뉴스레터: http://bit.ly/De_letter",2026-08-21
블록체인 · 가상자산,crypto,블루밍비트,@bloomingbit,https://t.me/bloomingbit,채널,공식,한국경제신문 블록체인·가상자산 전문 미디어,2026-08-21
블록체인 · 가상자산,crypto,쟁글 (Xangle) 공식,@xangle_official,https://t.me/xangle_official,채널,공식,가상자산 공시 및 온체인 데이터 인텔리전스 플랫폼 쟁글,2026-08-21
블록체인 · 가상자산,crypto,차분남(차트분석하는남자),@chavoonnam,https://t.me/chavoonnam,채널,공식,코인시황 및 차트분석 또는 이슈를 공유하는 텔레그램 채널입니다. ▶️[모든문의] @Chavoon_nam ▶️[공식 인스타그램] https://www.instagram.com/chavoonnam,2026-08-21
블록체인 · 가상자산,crypto,케이씨지 블록체인/디지털자산/AI/경제 뉴스,@coinkcgchannel,https://t.me/coinkcgchannel,채널,커뮤니티,텔레그램 그룹(채팅방) @coinkcg https://kcgkorea.com 카톡 익명방(비밀번호 880506) https://open.kakao.com/o/p02MKZHi 문의 @arnold33 #암호화폐 #가상화폐 #디지털자산 #코인 #비트코인…,2026-08-21
블록체인 · 가상자산,crypto,케이씨지 블록체인/디지털자산/AI/경제 뉴스,@coinkcg,https://t.me/coinkcg,채널,커뮤니티,텔레그램 채널 @coinkcgchannel https://kcgkorea.com 카톡 익명방(비밀번호 880506) https://open.kakao.com/o/p02MKZHi 문의 @arnold33 #암호화폐 #가상화폐 #디지털자산 #코인 #비트코…,2026-08-21
블록체인 · 가상자산,crypto,코인 급등일보🪐실시간 코인뉴스 탐색기🚀,@FastBitNews,https://t.me/FastBitNews,채널,공식,"급등일보🚀에서 직접 운영하는 코인정보 전문 채널! - 숨겨진 알트코인 정보 대방출 - 유명 블록체인 인플루언서와 고래들의 소셜 & 지갑내역 실시간 감시 - 코인별 호재, 속보, 차트분석 제공 [공식 채널 안내] 📌 abit.ly/sns [공식 텔레그…",2026-08-21
블록체인 · 가상자산,crypto,토큰포스트 공식 채널,@tokenpost_kr,https://t.me/tokenpost_kr,채널,공식,블록체인·가상자산 전문 미디어 토큰포스트 소식,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,BotFather,@BotFather,https://t.me/BotFather,봇,공식,텔레그램 봇 생성과 관리,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,GIF Search,@gif,https://t.me/gif,봇,공식,대화창에서 GIF 검색,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,Stickers Bot,@Stickers,https://t.me/Stickers,봇,공식,스티커 팩 생성과 사용 통계 관리,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,Telegram News,@telegram,https://t.me/telegram,채널,공식,텔레그램 공식 제품 소식,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,Telegram Tips,@TelegramTips,https://t.me/TelegramTips,채널,공식,텔레그램 기능과 사용 팁,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,VoteBot,@vote,https://t.me/vote,봇,공식,투표를 만들고 공유하는 봇,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,Wikipedia Search,@wiki,https://t.me/wiki,봇,공식,대화창에서 위키백과 검색,2026-08-21
텔레그램 공식 채널 · 도구,telegram-tools,YouTube Video Search,@vid,https://t.me/vid,봇,공식,대화창에서 YouTube 영상 검색,2026-08-21
건강 · 의료,health,(사)바이오헬스케어협회,@bioha1228,https://t.me/bioha1228,채널,커뮤니티,"본 채널은 (사)바이오헬스케어협회의 정보나 행사, 그리고 협회 회원사들의 동향 및 정보를 전달하기 위해 만들어진 채널입니다. 빠르고 신속하게 정보를 전달하여 회원사 및 투자자들의 효용을 높이는 데 항상 최선을 다하겠습니다. 감사합니다. * 협회 사무…",2026-08-21
건강 · 의료,health,BioMoment-Oncology,@biomoment,https://t.me/biomoment,채널,개인,"- 국내외 바이오 뉴스, 임상 분석, 기술 분석 - 모든 글은 특정 종목의 매수/매도 추천을 위함이 아님 - 개인 채널이며, 현재 소속 기관과 아무런 상관이 없음",2026-08-21
건강 · 의료,health,글로벌 바이오헬스케어 뉴스,@global_biohealthcare_news,https://t.me/global_biohealthcare_news,채널,커뮤니티,You can view and join @global_biohealthcare_news right away.,2026-08-21
건강 · 의료,health,리가켐바이오 IR/PR 공식 채널,@SHIDGL,https://t.me/SHIDGL,채널,공식,리가켐바이오(141080) IR/PR 공식 채널입니다. 리가켐바이오 홈페이지: https://ligachembio.com/,2026-08-21
건강 · 의료,health,미래에셋 제약/바이오 김승민,@bioksm,https://t.me/bioksm,채널,커뮤니티,한국/미국/중국 바이오 업종에 대한 발간 자료와 의견 공유.,2026-08-21
건강 · 의료,health,바이오스펙테이터,@biospectatorT,https://t.me/biospectatorT,채널,커뮤니티,국내 최초 바이오 전문언론사 '바이오스펙테이터'의 채널입니다.,2026-08-21
건강 · 의료,health,에이프릴바이오 공식IR채널: 리레이팅 2026,@aprilbioipr,https://t.me/aprilbioipr,채널,공식,에이프릴바이오 소식을 전해드립니다,2026-08-21
건강 · 의료,health,키움증권 신민수 의료기기 기록보관소,@sms_archive,https://t.me/sms_archive,채널,커뮤니티,"톡신, 필러, 스킨부스터, 미용 장비(EBD), 의료 AI, 덴탈, 중견제약사",2026-08-21
개인 · 기타,personal-misc,2차전지 김희제,@EvAtZchuno,https://t.me/EvAtZchuno,채널,개인,배터리/원자재/에너지 섹터 커버 채널입니다. 매수•매도 추천 채널이 아니며 운영자의 기록 및 스터디 목적으로 운영하는 채널임을 밝힙니다. 관련 문의는 언제나 환영이며 하단의 주소로 편히 연락 부탁 드리겠습니다. 텔레그램 주소: @heuijekim 메…,2026-08-21
개인 · 기타,personal-misc,[Global Tech 류영호],@globaltech05,https://t.me/globaltech05,채널,커뮤니티,Global Tech 류영호,2026-08-21
개인 · 기타,personal-misc,BQ,@BQTelegram,https://t.me/BQTelegram,채널,커뮤니티,방장: @BQrypto @bqdeveloper @abrwda *모든 의견은 개인의 의견입니다. DYOR ✏️공지방: https://t.me/BQTelegram 💁‍♂️소통방: https://t.me/BQKoreachat,2026-08-21
개인 · 기타,personal-misc,BRILLER,@BRILLER_Research,https://t.me/BRILLER_Research,채널,커뮤니티,"""나는 날마다 모든 면에서 점점 더 좋아지고 있다!""",2026-08-21
개인 · 기타,personal-misc,BZCF | 비즈까페,@bzcftel,https://t.me/bzcftel,채널,커뮤니티,You can view and join @bzcftel right away.,2026-08-21
개인 · 기타,personal-misc,dKargo Official [공식 한국 공지 채널],@dKargo_Official_KR,https://t.me/dKargo_Official_KR,채널,공식,"차세대 물류 네트워크를 위한 협업 기반 분산 프로토콜 - 웹사이트 https://dkargo.io - 미디움 https://medium.com/dkargo *디카르고 팀은 절대 DM을 통해 먼저 연락드리지 않으며, 공식 채널을 통해 소식을 전달드리고…",2026-08-21
개인 · 기타,personal-misc,Ganada Korea Language Institute,@Ganada_Monywa,https://t.me/Ganada_Monywa,채널,커뮤니티,오늘보다 더 나은 미래를 위해!,2026-08-21
개인 · 기타,personal-misc,HS아카데미 대표 이효석,@hs_academy,https://t.me/hs_academy,채널,공식,📢 이효석 아카데미 공식 채널 안내 🎉 📺 유튜브 채널 👉 https://youtube.com/@hs_academy?si=vKWQH8Xv9ql-pzoH 📚 네이버 프리미엄 콘텐츠 👉 https://contents.premium.naver.com/hs…,2026-08-21
개인 · 기타,personal-misc,Professor DeFi 농부 👨🏻‍🌾 조선생,@Farmer_Chat_KR,https://t.me/Farmer_Chat_KR,채널,커뮤니티,You can view and join @Farmer_Chat_KR right away.,2026-08-21
개인 · 기타,personal-misc,공짜아저씨와 트위터,@AjaeTwitter,https://t.me/AjaeTwitter,채널,커뮤니티,Telegram : 공짜아저씨,2026-08-21
개인 · 기타,personal-misc,사제콩이_서상영,@ehdwl,https://t.me/ehdwl,채널,커뮤니티,You can view and join @ehdwl right away.,2026-08-21
개인 · 기타,personal-misc,오픈스트리트맵 한국/조선(OpenStreetMap Korea),@OSMKorea,https://t.me/OSMKorea,채널,공식,한반도(한국/조선) 지역을 편집하는 OSM 기여자의 비공식 텔레그램 사랑방입니다. Unofficial group of OSM contributors who edit the Korean Peninsula(한국/조선) region * 공식 커뮤니티(Of…,2026-08-21
개인 · 기타,personal-misc,전종현의 인사이트,@chunjonghyun,https://t.me/chunjonghyun,채널,커뮤니티,"Entrepreneur, Investor, Contrarian 🚀",2026-08-21
개인 · 기타,personal-misc,주우즈베키스탄대한민국대사관 (Koreya Respublikasi elchixonasi),@EmbassyofKoreainUzbekistan,https://t.me/EmbassyofKoreainUzbekistan,채널,커뮤니티,Koreya Respublikasining O'zbekiston Respublikasidagi elchixonasi rasmiy kanali/Официальный канал Посольства Республики Корея в Республике У…,2026-08-21
개인 · 기타,personal-misc,캔들의 신 관점,@godofcandle,https://t.me/godofcandle,채널,커뮤니티,You can view and join @godofcandle right away.,2026-08-21
개인 · 기타,personal-misc,코백남 공지방,@cobacknamannounce,https://t.me/cobacknamannounce,채널,커뮤니티,유튜브 코백남 공지방입니다. https://linktr.ee/cobacknam contact DM : @cobacknam,2026-08-21
개인 · 기타,personal-misc,🇺🇸백악관🏛,@CONGBANJANG,https://t.me/CONGBANJANG,채널,커뮤니티,You can view and join @CONGBANJANG right away.,2026-08-21
